total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
207,1.000000000000000,1,1,6,29,-.1726863908517426E-04,1,1349,-.9641778206693339E-03,1,484,3.232637,1.337410
208,1.000000000000000,1,1,6,30,-.6457254582550292E-05,1,1349,-.8374156219471731E-03,1,484,1.715889,3.474744
209,1.000000000000000,1,1,6,31,-.5923125505119551E-05,1,1349,-.6968386006422094E-03,1,484,2.016900,0.9033711
210,1.000000000000000,1,1,6,32,.1987786459874863E-05,1,1401,-.6299859381140831E-03,1,484,-0.1821246E-01,5.525371
211,1.000000000000000,1,1,6,33,-.6234194872831928E-05,1,1349,-.4328276460675800E-03,1,484,-249.5520,2.525764
212,1.000000000000000,1,1,6,34,.7132963210778154E-04,1,1349,-.2937482858160855E-02,1,484,-142.0297,0.8757635
213,1.000000000000000,1,1,6,35,-.6437074039824604E-04,1,1349,-.6693722639541399E-03,1,484,0.3780233E-01,1.533565
214,1.000000000000000,1,1,6,36,-.1403423933981735E-04,1,1349,-.1648543249366201E-03,1,484,-1.711089,5.837937
215,1.000000000000000,1,1,6,37,-.1426362166943529E-05,1,1349,-.1094370940662723E-03,1,484,4.130318,0.9533260
216,1.000000000000000,1,1,6,38,-.1495635756713459E-05,1,1349,-.5019939430424440E-04,1,484,2.720643,0.5449822
217,1.000000000000000,1,1,6,39,-.9509173228396946E-06,1,1349,-.1261349346420709E-04,1,484,2.276835,0.4823250E-01
218,1.000000000000000,1,1,7,1,.1329521201768913E-03,1,1278,-.6624132790685262E-02,1,1302,2.015857,1.076754
219,1.000000000000000,1,1,7,2,.1914885220566838E-03,1,1245,-.5841466851234191E-02,1,484,3.911614,1.222408
220,1.000000000000000,1,1,7,3,.1048367781888116E-03,1,1184,-.2610565879315634E-02,1,357,2.621146,1.468804
221,1.000000000000000,1,1,7,4,.1309783888541032E-03,1,1330,-.2590928022416165E-02,1,357,4.242609,0.9604363
222,1.000000000000000,1,1,7,5,.1933442128764760E-03,1,1330,.5649607942769000E-02,1,484,7.096834,0.8773147
223,1.000000000000000,1,1,7,6,-.5117531073670065E-04,1,1330,.2637549531366577E-02,1,484,1.009554,6.909763
224,1.000000000000000,1,1,7,7,-.6689792771553563E-05,1,1496,.2979061647644434E-02,1,484,0.2193051,0.9012576
225,1.000000000000000,1,1,7,8,-.1313760284900882E-03,1,1496,.6526997967773281E-02,1,484,14.60176,10.06535
