total_inner_iterations,totim,kper,kstp,nouter,inner_iterations,solution_outer_dvmax,solution_outer_dvmax_model,solution_outer_dvmax_package,solution_outer_dvmax_node
1506,1.000000000000000,1,1,403,5,-.4976341456394096E-01,1,,691
1511,1.000000000000000,1,1,404,5,-.4967723593085793E-01,1,,691
1516,1.000000000000000,1,1,405,5,-.4959271204884885E-01,1,,689
1521,1.000000000000000,1,1,406,5,-.4950978336783862E-01,1,,689
1526,1.000000000000000,1,1,407,5,-.4942786062026983E-01,1,,689
1531,1.000000000000000,1,1,408,5,-.4934705660957661E-01,1,,689
1536,1.000000000000000,1,1,409,5,-.4926728356008425E-01,1,,689
1542,1.000000000000000,1,1,410,6,-.4918854580643028E-01,1,,689
1547,1.000000000000000,1,1,411,5,-.4911094376949166E-01,1,,689
1552,1.000000000000000,1,1,412,5,-.4903451179538365E-01,1,,689
1557,1.000000000000000,1,1,413,5,-.4895928758926971E-01,1,,689
1562,1.000000000000000,1,1,414,5,-.4888521881267138E-01,1,,689
1567,1.000000000000000,1,1,415,5,-.4881231550108112E-01,1,,689
1572,1.000000000000000,1,1,416,5,-.4874061502545146E-01,1,,689
1577,1.000000000000000,1,1,417,5,-.4867016840968574E-01,1,,689
1582,1.000000000000000,1,1,418,5,-.4860108548751896E-01,1,,689
1587,1.000000000000000,1,1,419,5,-.4853335608973453E-01,1,,689
1592,1.000000000000000,1,1,420,5,-.4846698723807208E-01,1,,689
1597,1.000000000000000,1,1,421,5,-.4840202253481607E-01,1,,689
1602,1.000000000000000,1,1,422,5,-.4833842949351208E-01,1,,689
1608,1.000000000000000,1,1,423,6,-.4827622139922028E-01,1,,689
1614,1.000000000000000,1,1,424,6,-.4821541470064972E-01,1,,689
1620,1.000000000000000,1,1,425,6,-.4815600924597163E-01,1,,689
1626,1.000000000000000,1,1,426,6,-.4809803103414367E-01,1,,689
1634,1.000000000000000,1,1,427,8,-.4804142794759514E-01,1,,689
1640,1.000000000000000,1,1,428,6,-.4798630798622128E-01,1,,689
1646,1.000000000000000,1,1,429,6,-.4793276227941590E-01,1,,689
1652,1.000000000000000,1,1,430,6,-.4788072197733584E-01,1,,689
1658,1.000000000000000,1,1,431,6,-.4783017241646803E-01,1,,689
1664,1.000000000000000,1,1,432,6,-.4778117281378513E-01,1,,689
1670,1.000000000000000,1,1,433,6,-.4773377149068381E-01,1,,689
1676,1.000000000000000,1,1,434,6,-.4768791448111642E-01,1,,689
1682,1.000000000000000,1,1,435,6,-.4764366970735523E-01,1,,689
1688,1.000000000000000,1,1,436,6,-.4760109412590907E-01,1,,689
1694,1.000000000000000,1,1,437,6,-.4756022376606950E-01,1,,689
1700,1.000000000000000,1,1,438,6,-.4752108382369613E-01,1,,689
1706,1.000000000000000,1,1,439,6,-.4750637425159709E-01,1,,47
1712,1.000000000000000,1,1,440,6,-.4753925796786973E-01,1,,47
1718,1.000000000000000,1,1,441,6,-.4757117948119571E-01,1,,47
1724,1.000000000000000,1,1,442,6,-.4760212467577674E-01,1,,47
1730,1.000000000000000,1,1,443,6,-.4763207026051930E-01,1,,47
1736,1.000000000000000,1,1,444,6,-.4766097794419011E-01,1,,47
1742,1.000000000000000,1,1,445,6,-.4768875027241393E-01,1,,47
1748,1.000000000000000,1,1,446,6,-.4771550425365945E-01,1,,47
1754,1.000000000000000,1,1,447,6,-.4774111832755068E-01,1,,47
1760,1.000000000000000,1,1,448,6,-.4776556970305990E-01,1,,47
1766,1.000000000000000,1,1,449,6,-.4778880787620210E-01,1,,47
1772,1.000000000000000,1,1,450,6,-.4781064546311597E-01,1,,47
1778,1.000000000000000,1,1,451,6,-.4783130847485495E-01,1,,47
1784,1.000000000000000,1,1,452,6,-.4785063745917739E-01,1,,47
1790,1.000000000000000,1,1,453,6,-.4786855809285839E-01,1,,47
1796,1.000000000000000,1,1,454,6,-.4788483892697570E-01,1,,47
1803,1.000000000000000,1,1,455,7,-.4789964651517664E-01,1,,47
1810,1.000000000000000,1,1,456,7,-.4791291552126609E-01,1,,47
1817,1.000000000000000,1,1,457,7,-.4792458966636559E-01,1,,47
1824,1.000000000000000,1,1,458,7,-.4793454078892978E-01,1,,47
1831,1.000000000000000,1,1,459,7,-.4794269605346813E-01,1,,47
1838,1.000000000000000,1,1,460,7,-.4794895492844375E-01,1,,47
1845,1.000000000000000,1,1,461,7,-.4795321739730696E-01,1,,47
1852,1.000000000000000,1,1,462,7,-.4795539259293946E-01,1,,47
1859,1.000000000000000,1,1,463,7,-.4795535450377031E-01,1,,47
1866,1.000000000000000,1,1,464,7,-.4795300821858461E-01,1,,47
1873,1.000000000000000,1,1,465,7,-.4794823999314701E-01,1,,47
1880,1.000000000000000,1,1,466,7,-.4794093602092175E-01,1,,47
1887,1.000000000000000,1,1,467,7,-.4793102145636396E-01,1,,47
1894,1.000000000000000,1,1,468,7,-.4791818235183598E-01,1,,47
1901,1.000000000000000,1,1,469,7,-.4790238863509444E-01,1,,47
1908,1.000000000000000,1,1,470,7,-.4788395111167176E-01,1,,46
1915,1.000000000000000,1,1,471,7,-.4786371827906066E-01,1,,46
1922,1.000000000000000,1,1,472,7,-.4783998637920206E-01,1,,46
1929,1.000000000000000,1,1,473,7,-.4781253136741270E-01,1,,46
1936,1.000000000000000,1,1,474,7,-.4778111497155635E-01,1,,46
1943,1.000000000000000,1,1,475,7,-.4774545556854548E-01,1,,46
1950,1.000000000000000,1,1,476,7,-.4773276380045388E-01,1,,689
1957,1.000000000000000,1,1,477,7,-.4779744063669966E-01,1,,689
1964,1.000000000000000,1,1,478,7,-.4786627034769708E-01,1,,689
1972,1.000000000000000,1,1,479,8,-.4794181287053334E-01,1,,691
1980,1.000000000000000,1,1,480,8,-.4802277447119252E-01,1,,691
1988,1.000000000000000,1,1,481,8,-.4810827645835047E-01,1,,691
1995,1.000000000000000,1,1,482,7,-.4819840288003263E-01,1,,691
2002,1.000000000000000,1,1,483,7,-.4829316493137981E-01,1,,691
2009,1.000000000000000,1,1,484,7,-.4839266014745647E-01,1,,691
2016,1.000000000000000,1,1,485,7,-.4849671889074614E-01,1,,691
2024,1.000000000000000,1,1,486,8,-.4860559152093913E-01,1,,691
2032,1.000000000000000,1,1,487,8,-.4871929234840877E-01,1,,691
2040,1.000000000000000,1,1,488,8,-.4883768277981915E-01,1,,691
2048,1.000000000000000,1,1,489,8,-.4896065963164631E-01,1,,691
2056,1.000000000000000,1,1,490,8,-.4908805838751107E-01,1,,691
2065,1.000000000000000,1,1,491,9,-.4921921305609089E-01,1,,691
2074,1.000000000000000,1,1,492,9,-.4935437155432965E-01,1,,691
2083,1.000000000000000,1,1,493,9,-.4949277734253599E-01,1,,691
2092,1.000000000000000,1,1,494,9,-.4963369588949718E-01,1,,691
2101,1.000000000000000,1,1,495,9,-.4977572631487703E-01,1,,691
2110,1.000000000000000,1,1,496,9,-.4991845857837518E-01,1,,691
2119,1.000000000000000,1,1,497,9,-.5006042225613783E-01,1,,691
2128,1.000000000000000,1,1,498,9,-.5019962738745676E-01,1,,691
2137,1.000000000000000,1,1,499,9,-.5033340043910073E-01,1,,691
2147,1.000000000000000,1,1,500,10,-.5045840882480945E-01,1,,691
2157,1.000000000000000,1,1,501,10,-.5057002562149648E-01,1,,691
2167,1.000000000000000,1,1,502,10,-.5066192669268332E-01,1,,691
2178,1.000000000000000,1,1,503,11,-.5075052683446302E-01,1,,649
2188,1.000000000000000,1,1,504,10,-.5080367988199441E-01,1,,649
2199,1.000000000000000,1,1,505,11,-.5080305648104400E-01,1,,649
2209,1.000000000000000,1,1,506,10,-.5072585519897643E-01,1,,649
2222,1.000000000000000,1,1,507,13,-.5053867436798498E-01,1,,649
2236,1.000000000000000,1,1,508,14,-.5027499963955506E-01,1,,653
2248,1.000000000000000,1,1,509,12,-.5033366653857740E-01,1,,653
2260,1.000000000000000,1,1,510,12,-.5016227436941278E-01,1,,144
2274,1.000000000000000,1,1,511,14,-.4956978259349398E-01,1,,144
2289,1.000000000000000,1,1,512,15,-.4821718556490850E-01,1,,144
2302,1.000000000000000,1,1,513,13,-.4547616806451060E-01,1,,144
2318,1.000000000000000,1,1,514,16,-.4116694217134409E-01,1,,144
2334,1.000000000000000,1,1,515,16,-.3266323298460350E-01,1,,144
2351,1.000000000000000,1,1,516,17,-.1959259649957801E-01,1,,144
2367,1.000000000000000,1,1,517,16,-.6197800423024091E-02,1,,144
2380,1.000000000000000,1,1,518,13,-.5121949796205172E-03,1,,144
2382,1.000000000000000,1,1,519,2,-.2698941798939813E-05,1,,578
